DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2010/03/05 11:47:06.82,-36.6650,-73.3740,18.00,6.60,Mw,255,,,0.93,NEI,2010030540
2010/03/06 01:23:18.80,-37.0570,-73.5210,10.00,5.50,ML,175,,,0.00,GUC,2010030640
2010/03/07 15:59:44.60,-37.9900,-73.3000,26.80,5.90,Mw,225,,,0.84,NEI,2010030740
2010/03/08 17:03:16.83,-25.7120,-66.6170,10.00,5.80,Mw,251,,,1.03,NEI,2010030840
2010/03/10 12:20:58.92,-33.5620,-72.2980,35.00,5.60,Mw,187,,,0.75,NEI,2010031040
2010/03/11 14:39:43.95,-34.2900,-71.8910,11.00,6.90,Mw,415,,,0.85,NEI,2010031140
2010/03/11 14:55:27.51,-34.3260,-71.7990,18.00,7.00,Mw,403,,,1.02,NEI,2010031140
2010/03/11 14:58:15.13,-34.6140,-71.9900,35.00,5.60,Mb,29,,,0.98,NEI,2010031140
2010/03/11 15:06:02.13,-34.4700,-72.0040,31.50,6.00,Mb,316,,,1.04,NEI,2010031140
2010/03/11 20:11:20.40,-34.3810,-71.9790,8.00,5.60,Mw,262,,,0.00,GUC,2010031140
2010/03/12 16:50:01.70,-34.2330,-71.9170,7.00,5.80,Mw,335,,,0.93,NEI,2010031240
2010/03/13 10:34:43.36,-37.5510,-73.4650,35.00,5.80,Mw,168,,,0.87,NEI,2010031340
2010/03/14 13:52:22.69,-38.5020,-73.6530,23.20,5.50,Mw,165,,,0.85,NEI,2010031440
2010/03/14 20:04:54.54,-38.5260,-73.5340,13.00,5.60,Mw,219,,,0.91,NEI,2010031440
2010/03/15 11:08:28.96,-35.8020,-73.1580,14.00,6.20,Mw,238,,,1.01,NEI,2010031540
2010/03/16 02:21:57.94,-36.2170,-73.2570,18.00,6.70,Mw,312,,,0.93,NEI,2010031640
2010/03/16 03:04:39.99,-36.4050,-73.0740,42.30,5.90,Mw,233,,,1.02,NEI,2010031640
2010/03/19 08:54:44.00,-35.5410,-73.4750,14.40,5.50,Mw,264,,,0.00,GUC,2010031940
2010/03/21 18:31:04.10,-36.3440,-73.1640,36.20,5.50,Mw,250,,,0.91,NEI,2010032140
2010/03/26 14:52:07.23,-27.9530,-70.8210,42.00,6.30,Mw,387,,,0.90,NEI,2010032640
2010/03/28 21:38:28.00,-35.3870,-73.3850,29.90,6.00,Mw,259,,,0.00,GUC,2010032840
2010/03/28 21:43:13.55,-35.4060,-72.8970,21.50,5.60,Mw,214,,,1.12,NEI,2010032840
2010/04/02 22:58:07.56,-36.2270,-72.8780,24.00,6.00,Mw,353,,,0.81,NEI,2010040240
2010/04/05 22:36:57.23,-19.8600,-68.8420,94.20,5.80,Mw,367,,,0.91,NEI,2010040542
2010/04/09 22:23:02.98,-28.5590,-68.1240,117.70,5.80,Mw,364,,,0.76,NEI,2010040940
2010/04/10 15:06:34.07,-25.6800,-70.6670,49.50,5.50,Mw,256,,,1.23,NEI,2010041040
2010/04/16 22:41:33.88,-37.4600,-73.7320,6.00,5.70,Mw,123,,,0.85,NEI,2010041640
2010/04/16 23:15:36.44,-37.4200,-73.6690,24.00,5.70,Mw,202,,,0.88,NEI,2010041640
2010/04/18 01:49:38.50,-37.1590,-73.7530,29.90,5.60,Mw,147,,,0.96,NEI,2010041840
2010/04/23 10:03:06.18,-37.5290,-72.9690,32.00,6.00,Mw,237,,,0.86,NEI,2010042340
2010/05/02 14:52:40.03,-34.2280,-71.8770,13.00,5.90,Mw,292,,,0.79,NEI,2010050240
2010/05/03 23:09:44.79,-38.0720,-73.4540,19.00,6.30,Mw,262,,,1.07,NEI,2010050340
2010/05/06 02:42:47.94,-18.0580,-70.5470,37.00,6.20,Mw,455,,,0.73,NEI,2010050640
2010/06/01 16:05:29.58,-36.8190,-73.5050,14.60,5.60,Mw,62,,,1.10,NEI,2010060140
2010/06/28 00:59:47.00,-37.9100,-75.0380,28.20,5.60,Mw,300,,,0.00,GUC,2010062840
2010/06/29 01:40:00.59,-37.8360,-73.2780,17.00,5.50,Mw,389,,,0.82,NEI,2010062940
2010/07/12 00:11:21.25,-22.1460,-68.2160,115.00,6.30,Mw,510,,,0.92,NEI,2010071240
2010/07/14 08:21:14.37,-38.0980,-73.4120,35.00,5.80,ML,164,,,0.68,NEI,2010071440
2010/07/14 08:32:21.49,-38.0670,-73.3100,22.00,6.60,Mw,295,,,0.86,NEI,2010071440
2010/07/14 15:05:50.40,-38.2240,-73.2300,35.00,5.80,Mw,192,,,1.11,NEI,2010071440
2010/07/17 06:07:43.55,-24.7150,-69.8170,55.00,5.50,Mw,363,,,0.88,NEI,2010071740
2010/07/26 17:31:31.26,-24.0530,-66.8250,193.20,5.60,Mw,336,,,0.92,NEI,2010072640
2010/08/05 06:01:47.44,-37.4430,-73.2810,18.00,5.90,Mw,231,,,0.90,NEI,2010080540
2010/09/09 07:28:01.72,-37.0340,-73.4120,16.00,6.20,Mw,265,,,1.15,NEI,2010090940
2010/09/30 00:26:10.00,-36.2490,-74.2560,20.20,5.80,Mw,268,,,0.00,GUC,2010093040
2010/10/21 02:49:55.57,-34.7370,-73.7260,8.00,5.90,Mw,360,,,0.94,NEI,2010102140
2010/10/22 19:31:37.56,-20.8780,-68.3720,132.20,5.80,Mw,335,,,1.04,NEI,2010102240
2010/10/23 01:38:14.00,-29.5930,-71.1120,44.00,5.60,Mw,271,,,0.00,GUC,2010102340
2010/10/23 05:58:27.73,-37.7430,-73.3620,15.00,5.50,Mw,319,,,0.86,NEI,2010102340
2010/11/25 04:54:46.00,-25.0600,-69.7930,28.70,5.50,ML,115,,,0.00,GUC,2010112540
2011/01/02 20:20:17.78,-38.3550,-73.3260,24.00,7.20,Mw,397,,,1.10,NEI,2011010240
2011/01/10 06:02:51.95,-35.5940,-73.0640,24.40,5.90,Mw,241,,,0.89,NEI,2011011040
2011/02/05 16:11:39.68,-37.6210,-73.4480,28.90,5.70,Mw,199,,,1.23,NEI,2011020520
2011/02/11 20:05:30.79,-36.4740,-73.1250,27.60,6.80,Mw,366,,,1.21,NEI,2011021120
2011/02/11 23:39:21.31,-37.1960,-73.1980,15.00,6.00,Mw,229,,,1.20,NEI,2011021120
2011/02/12 01:17:01.41,-37.0270,-72.9540,16.00,6.10,Mw,224,,,1.39,NEI,2011021220
2011/02/13 08:51:34.00,-36.5650,-73.1780,20.70,5.90,Mw,228,,,1.06,NEI,2011021320
2011/02/13 10:35:06.74,-36.6490,-73.1760,17.00,6.00,Mw,308,,,1.03,NEI,2011021320
2011/02/13 13:44:36.45,-36.5570,-73.2750,18.90,5.60,Mw,250,,,1.02,NEI,2011021320
2011/02/14 03:40:09.92,-35.3800,-72.8340,21.00,6.60,Mw,358,,,0.97,NEI,2011021420
2011/02/28 01:29:25.00,-37.3600,-73.6950,31.50,5.80,Mw,283,,,0.00,GUC,2011022820
2011/03/06 12:31:59.78,-18.0210,-69.3620,118.00,6.30,Mw,590,,,0.88,NEI,2011030620
2011/03/16 22:36:16.00,-32.5640,-71.7260,32.70,5.50,Mb,269,,,0.00,GUC,2011031621
2011/04/02 10:59:37.49,-19.5760,-69.0650,84.40,5.90,Mw,362,,,0.87,NEI,2011040220
2011/04/22 05:12:48.00,-37.9050,-73.9030,19.20,5.60,Mw,267,,,0.00,GUC,2011042220
2011/06/01 12:55:22.38,-37.5780,-73.6910,21.00,6.30,Mw,276,,,1.17,NEI,2011060120
2011/06/05 10:25:15.00,-35.0000,-72.1870,32.40,5.50,Mb,428,,,0.00,GUC,2011060520
2011/06/08 03:06:22.65,-17.0830,-69.5180,145.70,5.90,Mw,438,,,1.23,NEI,2011060820
2011/06/20 16:36:01.16,-21.7010,-68.2280,128.00,6.50,Mw,481,,,0.88,NEI,2011062020
2011/06/29 05:36:46.00,-33.9060,-72.3410,19.70,5.50,Mw,300,,,0.00,GUC,2011062920
2011/07/16 00:26:12.64,-33.8190,-71.8320,20.00,6.10,Mw,334,,,0.84,NEI,2011071620
2011/07/23 02:56:51.35,-29.3350,-69.7050,103.40,5.50,Mw,418,,,0.78,NEI,2011072320
2011/07/28 19:50:20.06,-35.7700,-73.1160,35.00,5.70,Mw,296,,,0.83,NEI,2011072820
2011/08/06 13:22:34.00,-35.8840,-73.3340,31.90,5.50,ML,203,,,0.00,GUC,2011080620
2011/09/03 16:20:41.00,-38.4350,-74.9070,12.00,5.80,Mw,193,,,0.00,GUC,2011090320
2011/09/14 07:03:51.00,-32.6960,-71.7970,37.00,5.90,Mw,339,,,0.00,GUC,2011091420
2011/09/28 22:40:12.86,-37.9520,-73.8530,10.00,5.60,Mw,166,,,0.97,NEI,2011092820
2011/10/30 18:53:43.00,-25.7410,-70.9590,47.10,5.80,Mw,272,,,0.00,GUC,2011103020
2011/11/05 07:13:57.99,-23.4680,-70.1990,33.00,5.70,Mw,260,,,0.90,NEI,2011110520
2011/12/07 22:23:09.73,-27.8990,-70.9180,20.00,6.10,Mw,473,,,0.82,NEI,2011120720
2011/12/16 12:02:56.98,-45.8280,-76.0200,10.00,5.50,Mw,68,,,0.98,NEI,2011121620
2011/12/16 12:54:25.37,-45.7660,-76.0560,10.00,5.80,Mw,121,,,0.97,NEI,2011121620
2012/01/17 23:21:35.04,-31.6550,-71.4990,32.90,5.60,Mw,358,,,0.87,NEI,2012011720
2012/01/17 23:23:23.00,-31.7280,-71.6150,34.30,5.80,ML,73,,,0.00,GUC,2012011720
2012/01/23 16:04:52.98,-36.4090,-73.0300,20.00,6.20,Mw,388,,,0.78,NEI,2012012320
2012/02/11 02:58:17.00,-37.4560,-73.8840,20.20,5.70,Mw,388,,,0.00,GUC,2012021120
2012/02/26 08:08:52.95,-18.8110,-69.2900,108.50,5.50,ML,232,,,0.99,NEI,2012022620
2012/03/25 22:37:06.00,-35.2000,-72.2170,40.70,7.10,Mw,553,,,0.00,GUC,2012032520
2012/04/03 07:25:08.00,-19.6380,-69.0930,117.00,5.50,ML,206,,,0.00,GUC,2012040320
2012/04/17 03:50:15.61,-32.6250,-71.3650,29.00,6.70,Mw,518,,,0.96,NEI,2012041720
2012/04/30 07:39:45.56,-29.8680,-71.4600,37.00,5.60,Mw,446,,,0.75,NEI,2012043020
2012/05/14 10:00:40.23,-17.6780,-69.5910,105.90,6.20,Mw,681,,,0.88,NEI,2012051420
2012/05/19 08:35:10.70,-25.7290,-70.5620,28.00,5.90,Mw,508,,,0.85,NEI,2012051920
2012/06/07 04:05:04.52,-36.0740,-70.5700,8.00,6.00,Mw,461,,,0.98,NEI,2012060720
2012/08/07 00:39:02.00,-27.8010,-70.8030,67.60,5.60,ML,328,,,0.00,GUC,2012080720
2012/10/08 01:50:26.21,-21.7250,-68.1650,122.00,5.80,Mw,623,,,1.01,NEI,2012100810
2012/10/11 17:22:09.92,-32.8650,-70.3100,81.80,5.60,Mw,401,,,0.80,NEI,2012101110
2012/11/14 19:02:05.77,-29.1200,-71.2140,59.50,6.20,Mw,525,,,0.83,NEI,2012111410
2012/11/21 21:36:22.74,-33.9390,-71.8680,18.00,5.90,Mw,483,,,0.85,NEI,2012112110
2012/12/03 09:31:54.20,-28.7340,-70.1810,81.30,5.60,ML,202,,,1.03,NEI,2012120310
2012/12/16 22:46:11.56,-33.7620,-71.4320,54.90,5.90,Mw,19,,,0.86,NEI,2012121610
